Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
ANKRD12,ENSG00000101745,1.1529849419802e-13,5.27962488705363e-14,0.0000499451031583664,-0.0285407136835369,pLoF,18009134138,18,9134138,
KDM5B,ENSG00000117139,0.00000609723840350185,0.00000137954842593935,0.00355517676107209,-0.0222702001634149,pLoF,1202728943,1,202728943,
RC3H2,ENSG00000056586,0.00000672734451567791,0.00000155518331301785,0.000228971169277781,-0.0527597730520355,pLoF,9122849596,9,122849596,
LNPK,ENSG00000144320,0.0000121175470776391,0.00000588362835296508,0.00361640408703368,-0.0230780626322539,pLoF,2175929043,2,175929043,
GOLGA8N,ENSG00000232653,0.0000204119492046573,0.0000110527930239357,0.0000893234517017616,-0.0241540035041024,pLoF,15032593437,15,32593437,
RNF220,ENSG00000187147,0.0000285655862858336,0.000015120157409676,0.0000854612415979172,-0.116467262173696,pLoF,1044412005,1,44412005,
UBD,ENSG00000213886,0.0000356220494631465,,,,pLoF,6029555828,6,29555828,
CD47,ENSG00000196776,0.000037879061001389,0.0000220706419902239,0.00038491761712911,-0.0723284775479904,pLoF,3108047228,3,108047228,
CACNA1A,ENSG00000141837,0.0000414732123592554,0.0000154286501297118,0.00610231113142246,-0.0311274905890783,pLoF,19013207265,19,13207265,
PUM3,ENSG00000080608,0.0000421381414302813,0.0000472076117913334,0.000165236290275206,-0.00748714500904002,pLoF,9002804247,9,2804247,
MAP11,ENSG00000146826,0.0000498373585392509,0.0000620366410705175,0.000260464830642348,-0.0332737487381171,pLoF,7100149464,7,100149464,
CNOT1,ENSG00000125107,0.0000932726536343417,,,,pLoF,16058515431,16,58515431,
SLITRK1,ENSG00000178235,0.000102041733959113,0.0000421471114381289,0.00175338871753006,-0.0697258239318463,pLoF,13083879311,13,83879311,
TOM1L2,ENSG00000175662,0.000130904910147778,0.0183398718096591,0.000108452365202405,-0.0299161970272395,pLoF,17017847519,17,17847519,
GOLGA8B,ENSG00000215252,0.000136938889797933,0.000386048219034985,0.000128502765363248,-0.0103638440553319,pLoF,15034527636,15,34527636,
CACNA1E,ENSG00000198216,0.000145785564708456,0.000168519017511692,0.000420976394177042,-0.0477422474230756,pLoF,1181483692,1,181483692,
STK19,ENSG00000204344,0.000153416890600333,0.000655173221347782,0.000177918531616195,0.0123814049470353,pLoF,6031966945,6,31966945,
DNAJC28,ENSG00000177692,0.00017370774452663,0.00306076550167955,0.0000942652065848426,-0.00708826234964588,pLoF,21033488169,21,33488169,
