Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
ADAMTS6,ENSG00000049192,8.96253253723778e-7,2.45371510221304e-7,0.00745913319343117,-0.00358739824819706,missense|LC,5065151775,5,65151775,
CPO,ENSG00000144410,0.00000188492833308462,0.00791406326140054,6.55848053754404e-7,0.00361408899256274,missense|LC,2206939552,2,206939552,
PPIP5K1,ENSG00000168781,0.00000426631819061551,0.000956345467372444,0.000003176084424239,0.00502100919799789,missense|LC,15043528462,15,43528462,
C1QTNF3-AMACR,ENSG00000273294,0.0000127650316347205,0.0000122990989006588,0.0000799297343083705,0.00966812176560014,missense|LC,5033982176,5,33982176,
NFIB,ENSG00000147862,0.0000137703983780213,0.0000239812794015082,0.000051442035114535,0.00481489263468905,missense|LC,9014088117,9,14088117,
CCDC39,ENSG00000284862,0.0000229880652159453,0.00546101803742349,0.0000105081342220981,0.00134456960483127,missense|LC,3180608998,3,180608998,
MAGEA11,ENSG00000185247,0.0000249360267203791,0.00010595095556587,0.0000273538023960462,-0.00299611151137085,missense|LC,23149711746,X,149711746,
FYTTD1,ENSG00000122068,0.0000278150063290905,0.0000195809970449101,0.00758879954639868,-0.00707297825147459,missense|LC,3197749204,3,197749204,
ZMIZ2,ENSG00000122515,0.000033350500684981,0.00164158250777002,0.000028954696379313,0.00224349878119424,missense|LC,7044756131,7,44756131,
NWD2,ENSG00000174145,0.0000342797122951932,0.00158723511744197,0.0000351565264022913,0.00204194524117624,missense|LC,4037244945,4,37244945,
MAP3K10,ENSG00000130758,0.0000467477612671185,0.0000258191636712812,0.0530028652638717,-0.00295474611017336,missense|LC,19040191981,19,40191981,
TMEM132C,ENSG00000181234,0.0000478464595697892,0.0000198382053412383,0.0258416697793613,0.00225754508417138,missense|LC,12128267406,12,128267406,
ZFAT,ENSG00000066827,0.0000515077367645445,0.0000643486613361999,0.000383035932473685,0.0021497965230687,missense|LC,8134478341,8,134478341,
ZNF473,ENSG00000142528,0.0000515564041321248,0.000136953610410218,0.000197966199078303,-0.00200186393129733,missense|LC,19050030957,19,50030957,
NPPA,ENSG00000175206,0.0000538219972552323,0.000641074183305501,0.0000499539757941037,0.00417879540248282,missense|LC,1011845937,1,11845937,
MXD3,ENSG00000213347,0.0000611950138953432,0.00432540425018801,0.0000602693262647946,-0.00272372375188945,missense|LC,5177302206,5,177302206,
COX19,ENSG00000240230,0.0000653123204197303,0.00218391557892339,0.000054839105411042,0.00727387980158753,missense|LC,7000969350,7,969350,
TMEM50B,ENSG00000142188,0.000069114257536973,0.0000702560224264959,0.000534373725874726,-0.00497022327118519,missense|LC,21033450759,21,33450759,
KCNH5,ENSG00000140015,0.0000798292998372974,0.000105943834108113,0.00076549179590768,-0.00416032005582389,missense|LC,14062707492,14,62707492,
OR52K2,ENSG00000181963,0.0000904329144544302,0.0026901124969041,0.0000546378828681915,0.00208015897191732,missense|LC,11004449305,11,4449305,
KLHL4,ENSG00000102271,0.0000941523605396677,0.000104079187298267,0.00167048624237909,-0.00471851992950206,missense|LC,23087517825,X,87517825,
PHYHD1,ENSG00000175287,0.000130195133669408,0.000841788193291837,0.000108594467193024,0.00440449836447262,missense|LC,9128916413,9,128916413,
FYB2,ENSG00000187889,0.000132080282464031,0.000057507480610397,0.0366721276925184,-0.00231092171351028,missense|LC,1056719602,1,56719602,
RGS19,ENSG00000171700,0.000134838261399262,0.000150412957140245,0.000348015815177072,-0.00374241607101674,missense|LC,20064068181,20,64068181,
P4HA1,ENSG00000122884,0.000137210539012278,0.000624501959566093,0.000179817534302851,0.00580194944594031,missense|LC,10073006063,10,73006063,
