Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
LRP5,ENSG00000162337,1.16962169875894e-53,1.3724572483717e-50,6.67770490825546e-40,-0.00497520080124258,missense|LC,11068312660,11,68312660,
MEPE,ENSG00000152595,4.78229714729323e-15,3.63798512262371e-12,2.55211900085006e-13,-0.00425102669751902,missense|LC,4087834657,4,87834657,
FBXW5,ENSG00000159069,2.31983188127852e-14,7.72419067204094e-13,1.135957269708e-9,0.00279592019994378,missense|LC,9136940787,9,136940787,
WNT1,ENSG00000125084,1.91384326997274e-12,2.73406181424678e-13,5.08842812330101e-8,-0.00525184250764191,missense|LC,12048978613,12,48978613,
INSC,ENSG00000188487,2.15163886707614e-10,5.56162351726222e-11,1.82678383531254e-8,0.00238899374672348,missense|LC,11015112403,11,15112403,
LIF,ENSG00000128342,2.15189643881786e-10,1.0455943968591e-10,6.01716147366362e-10,-0.00494560195914239,missense|LC,22030243549,22,30243549,
CPT1A,ENSG00000110090,3.9663543560664e-9,1.72042020629704e-8,0.0000027666516404512,-0.00311252517084345,missense|LC,11068750116,11,68750116,
GREM2,ENSG00000180875,2.88711686780019e-8,6.58840171308128e-8,1.19010121757412e-7,-0.00563397663283163,missense|LC,1240492867,1,240492867,
PDLIM5,ENSG00000163110,2.99667932645199e-8,0.00142314742523353,9.9889310881733e-9,-0.0014667721120309,missense|LC,4094455268,4,94455268,
DLX3,ENSG00000064195,3.15356669666755e-8,4.93057716877132e-8,0.0000015435294021815,0.00467549988870479,missense|LC,17049991449,17,49991449,
FAM20C,ENSG00000177706,7.38643916031734e-8,0.00385367410619586,4.39927495543557e-8,0.00143945493910651,missense|LC,7000193100,7,193100,
BMP2K,ENSG00000138756,7.65674335045929e-8,0.000118700683666262,5.26511055864987e-8,0.00125752184746005,missense|LC,4078776417,4,78776417,
SHBG,ENSG00000129214,2.62263118888661e-7,2.40363884462802e-7,0.0000130911103524145,0.00377455723582921,missense|LC,17007626355,17,7626355,
FBXL12,ENSG00000127452,2.75902320878707e-7,0.00000137259878441043,0.00000898353548173247,-0.00365624122671518,missense|LC,19009810837,19,9810837,
ARMT1,ENSG00000146476,3.90167924302354e-7,0.0000875353590199524,3.8477146668825e-7,-0.00335859789476082,missense|LC,6151452459,6,151452459,
AKAP11,ENSG00000023516,4.23643656155548e-7,0.010863582306885,1.57257302735303e-7,-0.000706961227551895,missense|LC,13042286318,13,42286318,
DAAM2,ENSG00000146122,5.09071782284209e-7,0.00000562125974190586,0.00000221467449490476,-0.00145855812897697,missense|LC,6039855955,6,39855955,
SP7,ENSG00000170374,7.09473807924965e-7,0.0000511122112041296,8.60141893266331e-7,-0.00383787116109103,missense|LC,12053321578,12,53321578,
SH3TC1,ENSG00000125089,7.81074378064517e-7,5.28910873209831e-7,0.0229419994501956,-0.00121690846057568,missense|LC,4008205093,4,8205093,
TBL1X,ENSG00000101849,0.00000203344006055595,0.00791047884343266,0.00000143803069263537,0.00271999645367999,missense|LC,23009653535,X,9653535,
SEPTIN8,ENSG00000164402,0.00000233965305096451,0.0000215706033608321,0.00000463750773715965,0.00269949377481506,missense|LC,5132747395,5,132747395,
CYP26B1,ENSG00000003137,0.00000254115340359018,0.00000154063897084278,0.0222486272786453,0.00412154797496011,missense|LC,2072132128,2,72132128,
CPNE1,ENSG00000214078,0.0000035500440142,0.000959074043561436,0.00000300434237632263,-0.0021208237598844,missense|LC,20035621044,20,35621044,
TUT7,ENSG00000083223,0.00000361187909980742,0.0942190977676551,0.00000245230442119659,0.000915753495301994,missense|LC,9086288630,9,86288630,
ALPL,ENSG00000162551,0.00000759781644310564,0.0461541989461188,0.00000348630451274534,-0.00148269145076123,missense|LC,1021554048,1,21554048,
WNT4,ENSG00000162552,0.00000838580014528301,0.00000361978111484973,0.00242604173515126,-0.00578486365469304,missense|LC,1022119933,1,22119933,
PIEZO1,ENSG00000103335,0.00000991412329542918,0.801865032067771,0.00000299755136912161,-0.0000442536942974309,missense|LC,16088710342,16,88710342,
SCMH1,ENSG00000010803,0.0000120028791831261,0.591174887019299,0.00000458957815907546,-0.000293791929144016,missense|LC,1041028094,1,41028094,
ERCC6,ENSG00000225830,0.0000150476696322288,0.0000109069254006222,0.000353568532354132,-0.0014439880210435,missense|LC,10049458738,10,49458738,
DCAF17,ENSG00000115827,0.0000171728564694051,0.0000130184278039902,0.000275855814189319,0.00312003916008602,missense|LC,2171434432,2,171434432,
PPP4R3B,ENSG00000275052,0.0000184803037358572,0.0507926020073411,0.00000796413517178962,0.00100356612135872,missense|LC,2055543867,2,55543867,
RMND1,ENSG00000155906,0.0000186251443741181,0.00026523336567108,0.0000342046727095369,-0.00361399067955976,missense|LC,6151405165,6,151405165,
ATG101,ENSG00000123395,0.0000203785971798487,0.0089531534488636,0.0000103001803142266,-0.00540888341210549,missense|LC,12052073541,12,52073541,
H2BC18,ENSG00000203814,0.0000228227995826558,0.0000218973598278271,0.00146213382381333,-0.0050478918387492,missense|LC,1149782581,1,149782581,
ZG16B,ENSG00000162078,0.000026653315890357,0.00135853626152538,0.0000140662017824589,0.00309704025873405,missense|LC,16002830167,16,2830167,
DXO,ENSG00000204348,0.000032274488393047,0.000109697534961928,0.000088478636530942,-0.00253687315552053,missense|LC,6031965756,6,31965756,
AMDHD1,ENSG00000139344,0.0000346438552406569,0.918094947281205,0.0000188397350646685,0.0000653611834959619,missense|LC,12095943344,12,95943344,
AXIN1,ENSG00000103126,0.0000347886597259484,0.000419458475979129,0.0000261212916792264,-0.00149988361332877,missense|LC,16000282323,16,282323,
HGS,ENSG00000185359,0.0000400397057828128,0.000286446761232462,0.0000964284712703378,-0.00202494896510082,missense|LC,17081681609,17,81681609,
FOXO1,ENSG00000150907,0.0000400522278988236,0.797575759194584,0.0000157263490272452,-0.000156027878909828,missense|LC,13040559434,13,40559434,
FOSB,ENSG00000125740,0.0000420264659787284,0.616690745296266,0.000016934482351294,-0.000669109075478183,missense|LC,19045468488,19,45468488,
CDK1,ENSG00000170312,0.0000423712480480676,0.00713322682866169,0.0000301325944016551,-0.00506556561176646,missense|LC,10060780142,10,60780142,
ZNF222,ENSG00000159885,0.0000441247634946906,0.701483384996246,0.0000241412850672251,0.00024075581333813,missense|LC,19044025343,19,44025343,
DDX10,ENSG00000178105,0.0000450946456254098,0.0000299690222760329,0.000952633777191902,-0.00191232405957592,missense|LC,11108665020,11,108665020,
TMEM207,ENSG00000198398,0.0000452884802015774,0.000035480226656337,0.00055163807396208,0.00471628442932547,missense|LC,3190429461,3,190429461,
CCT6B,ENSG00000132141,0.0000466689536545717,0.242748534853679,0.0000335741979826665,-0.000730520234500246,missense|LC,17034928006,17,34928006,
C5orf47,ENSG00000185056,0.0000467452782443312,0.000306882881496162,0.0000398220686422812,0.00260198461967006,missense|LC,5173989164,5,173989164,
RPP25,ENSG00000178718,0.000048818980208809,0.0137370112879447,0.0000223968739648805,-0.00511642984905372,missense|LC,15074955858,15,74955858,
FEZF1,ENSG00000128610,0.0000496532399804073,0.000796929518610545,0.0000451761618813773,-0.00245538140565579,missense|LC,7122301872,7,122301872,
OTOR,ENSG00000125879,0.0000505004157793643,0.450112345615571,0.0000211427084338967,0.00155983292924181,missense|LC,20016748374,20,16748374,
C11orf16,ENSG00000176029,0.000050591282452439,0.0000760550379730329,0.000135251087523658,-0.00205595279613181,missense|LC,11008917240,11,8917240,
