Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
SPIB,ENSG00000269404,0.000018190828662501,0.0000335874859286323,0.0000129677885767343,-0.112947191648663,pLoF,19050413941,19,50413941,
C17orf49,ENSG00000258315,0.0000225192408923602,0.000593639487592168,0.0000170352717261402,-0.0366923910963264,pLoF,17007009690,17,7009690,
RNASEK-C17orf49,ENSG00000161939,0.0000302496013742104,0.00150993367753927,0.0000192154755291885,-0.0326606959117405,pLoF,17007009690,17,7009690,
AC020909.1,ENSG00000142539,0.0000649625285201738,0.000228766233256517,0.0000449269338246294,-0.0819264813252232,pLoF,19050413365,19,50413365,
BGLAP,ENSG00000242252,0.000121135394731353,0.000788419310289057,0.000115445977428519,-0.0245286963623681,pLoF,1156239503,1,156239503,
ATP5MC2,ENSG00000135390,0.000146109996535415,0.000318777448541252,0.000192512120561483,0.0249474043366679,pLoF,12053665253,12,53665253,
PRG2,ENSG00000186652,0.000172732105126694,0.0187126684290737,0.000113221905333694,0.0452955737505179,pLoF,11057387411,11,57387411,
MYNN,ENSG00000085274,0.000242768075235933,0.000110105146432837,0.0253991428364317,0.0398130324229086,pLoF,3169767832,3,169767832,
EGLN1,ENSG00000135766,0.000286975588261407,0.000162585639030932,0.000748814243072715,0.102696909993431,pLoF,1231366321,1,231366321,
CSNK1A1,ENSG00000113712,0.000322576788595417,,,,pLoF,5149496726,5,149496726,
SCGB3A2,ENSG00000164265,0.000334367159818938,0.000306246275571409,0.000766000603918071,0.0327875050174935,pLoF,5147878755,5,147878755,
CHGB,ENSG00000089199,0.000364624140458569,0.00173069591287434,0.000413930129648854,0.019591599539735,pLoF,20005911541,20,5911541,
G6PC2,ENSG00000152254,0.000378606282887439,0.000412341099750302,0.000398858036123384,-0.00750108221275648,pLoF,2168901333,2,168901333,
C6orf132,ENSG00000188112,0.000442275442421924,0.000881865596623732,0.000682088156924943,-0.0158099875406112,pLoF,6042103702,6,42103702,
SPNS2,ENSG00000183018,0.000462892090044575,0.000348107790874908,0.00204594526693747,0.0355688386430672,pLoF,17004498959,17,4498959,
DIP2B,ENSG00000066084,0.000474455478933766,0.000186775054909383,0.0293376151422754,-0.0339200001773638,pLoF,12050505057,12,50505057,
