Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
LRP5,ENSG00000162337,2.79860181362082e-11,1.5817003852028e-11,0.0000113987710463892,-0.0275543826670668,pLoF,11068312660,11,68312660,
LGR4,ENSG00000205213,4.42161662839169e-9,5.26092494180224e-8,0.000340633828936565,-0.0282007104698436,pLoF,11027362732,11,27362732,
SMAD6,ENSG00000137834,0.00000262740611067791,0.00000146788014787624,0.00072850924413137,-0.0117242210828015,pLoF,15066703186,15,66703186,
CEP95,ENSG00000258890,0.00000570434481472759,0.0208112122592418,0.0000026312692427144,0.00320114898285033,pLoF,17064501977,17,64501977,
ULK4,ENSG00000168038,0.0000185193247203008,0.0000248122531347761,0.0000422836201307009,0.00375827660684753,pLoF,3041246831,3,41246831,
HYDIN,ENSG00000157423,0.000018599680197684,0.000971385024045257,0.0000175905703994061,-0.00725530853548411,pLoF,16070800734,16,70800734,
MRC2,ENSG00000011028,0.0000273874915149852,0.000117979828999193,0.000119518204167557,-0.015760848207484,pLoF,17062627733,17,62627733,
CYP2S1,ENSG00000167600,0.0000351275221381897,0.0000190839606877269,0.00179843669939728,0.0174330890014252,pLoF,19041193107,19,41193107,
PIEZO1,ENSG00000103335,0.000057643126819773,0.0000346255874011936,0.186867241056148,-0.00577073013546321,pLoF,16088710342,16,88710342,
SLC25A30,ENSG00000174032,0.0000765540640886853,0.000066698748881544,0.000772036630214079,-0.0175354704087791,pLoF,13045390318,13,45390318,
SNX17,ENSG00000115234,0.0000865592315582031,0.843121051838124,0.0000280196010398193,0.00114086814970786,pLoF,2027366660,2,27366660,
HGS,ENSG00000185359,0.000120321503556675,0.0429995928568514,0.0000857192531338313,-0.00878175773943862,pLoF,17081681609,17,81681609,
SPATA31E1,ENSG00000177992,0.000120818382922327,0.000307439514675378,0.000115143876719737,-0.013965126765182,pLoF,9087882807,9,87882807,
PRSS48,ENSG00000189099,0.000148823961338307,0.116473181528986,0.0000701810125081082,-0.011603538786364,pLoF,4151277171,4,151277171,
GALNT5,ENSG00000136542,0.000149040867968075,0.0000868490545259393,0.000978849026189055,-0.00853460189107326,pLoF,2157257994,2,157257994,
KMT2A,ENSG00000118058,0.000156217620858268,0.000202409525345226,0.000213253013233827,0.0148714357233511,pLoF,11118436448,11,118436448,
SLC17A8,ENSG00000179520,0.000157228366288953,0.0492378053351207,0.000117737176152044,0.00605961398918397,pLoF,12100357381,12,100357381,
HSD17B8,ENSG00000204228,0.000158035523983191,0.000385274941209324,0.000145987210814713,0.0050727191424214,pLoF,6033200128,6,33200128,
WLS,ENSG00000116729,0.000161247456976654,0.0000782250449767874,0.00303371588041967,-0.0182375523169431,pLoF,1068098484,1,68098484,
BPIFB4,ENSG00000186191,0.000167245507280644,0.000176577319839444,0.000900769369435617,-0.00876302624466039,pLoF,20033081368,20,33081368,
RCBTB1,ENSG00000136144,0.000169792121131551,0.0406428727447127,0.000129114024392862,0.00869510277176659,pLoF,13049528474,13,49528474,
DNPH1,ENSG00000112667,0.000170948530779369,0.00249555634139953,0.000104036448847045,0.0160807301809915,pLoF,6043220622,6,43220622,
ABHD12B,ENSG00000131969,0.000212148516696042,0.0159425257904121,0.000138735081200547,-0.00575486835441268,pLoF,14050872089,14,50872089,
RAD51AP2,ENSG00000214842,0.000217981955739521,0.0000886193207949582,0.0495912865574506,0.00537456229365274,pLoF,2017510754,2,17510754,
IAH1,ENSG00000134330,0.000234113338206554,0.274730649672032,0.000103630385272946,-0.00410029612842834,pLoF,2009471343,2,9471343,
RFC5,ENSG00000111445,0.000287293800183552,0.510650943555485,0.000112865484844793,-0.00638725062419936,pLoF,12118016764,12,118016764,
SPDYE3,ENSG00000214300,0.000293692838834625,0.0137623958431543,0.000234701105341739,-0.00695619706981915,pLoF,7100307702,7,100307702,
FOXP2,ENSG00000128573,0.000294116125910349,0.275038778258422,0.000177076708362756,0.00199679157187368,pLoF,7114426437,7,114426437,
SLC25A14,ENSG00000102078,0.000316782993969866,0.00403949460747177,0.000269577294443879,-0.0442951549711628,pLoF,23130338726,X,130338726,
SSU72,ENSG00000160075,0.000336349900872723,0.289880783751495,0.000142005343860552,0.0162771835165471,pLoF,1001539614,1,1539614,
FAM126B,ENSG00000155744,0.000356038206803411,0.00116285460364662,0.000433002303303121,-0.022371799459441,pLoF,2200981184,2,200981184,
B3GALT1,ENSG00000172318,0.000359203481728576,0.000247547160709849,0.00233820160310239,0.0345643667242803,pLoF,2167868949,2,167868949,
FERMT3,ENSG00000149781,0.000369380243174455,0.000367250583568346,0.0016467566090077,-0.0183427349569511,pLoF,11064202802,11,64202802,
P2RX5,ENSG00000083454,0.000370212836996342,0.00136233913204487,0.000308233954577797,-0.00896395562368369,pLoF,17003668364,17,3668364,
RRAD,ENSG00000166592,0.000372409037565191,0.000858655679154552,0.000443216318525175,0.0151113130269593,pLoF,16066917601,16,66917601,
