Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
OCA2,ENSG00000104044,3.01750668896261e-9,1.38052165254976e-8,7.55888030501417e-7,0.0135843923723445,missense|LC,15027755356,15,27755356,
MC1R,ENSG00000258839,1.49571880547761e-7,2.06740471964117e-7,0.000012993812112283,0.0101909976077705,missense|LC,16089910510,16,89910510,
SGMS1,ENSG00000198964,0.0000141340888029085,0.00271269703578536,0.00000840597689832911,0.0211481750827754,missense|LC,10050307068,10,50307068,
PTPN7,ENSG00000143851,0.0000190745927716174,0.0000335763025400837,0.000111178542195223,0.0101032199941563,missense|LC,1202144348,1,202144348,
ALDH16A1,ENSG00000161618,0.0000340881767272316,0.0000175546091470968,0.00431582238245953,0.00640031234879287,missense|LC,19049449406,19,49449406,
AC092143.1,ENSG00000198211,0.0000473858076482925,0.0000591851918749775,0.000405122547351811,0.00932547758128991,missense|LC,16089919212,16,89919212,
TNKS1BP1,ENSG00000149115,0.0000548782355543898,0.000019713844561231,0.0204891131056102,-0.0058808153476556,missense|LC,11057300463,11,57300463,
FCGR2A,ENSG00000143226,0.0000781604672946967,0.0000386471449946857,0.00186008899268875,0.0137061440971971,missense|LC,1161505460,1,161505460,
SNAP23,ENSG00000092531,0.0000890558081075854,0.0000684168193367807,0.000919260531089039,0.0291669690884158,missense|LC,15042511809,15,42511809,
RTP3,ENSG00000163825,0.000109798075679679,0.00511493722112122,0.0000639811042326688,0.0176338385197719,missense|LC,3046497976,3,46497976,
VPS54,ENSG00000143952,0.000137204898501553,0.0000844365010475023,0.00914582276904496,0.0113360823808672,missense|LC,2063887270,2,63887270,
POU5F1,ENSG00000204531,0.000150330107489882,0.000110687633473994,0.00406298988497533,0.0281431729878645,missense|LC,6031159388,6,31159388,
TDRD1,ENSG00000095627,0.000161498603144739,0.000160387853385568,0.00137747661453425,0.00923449053291254,missense|LC,10114187763,10,114187763,
PLA2G2F,ENSG00000158786,0.000173171146933049,0.00207334985668961,0.000173425185659548,0.0187045812778021,missense|LC,1020139378,1,20139378,
ALDH3A1,ENSG00000108602,0.000257646499082109,0.00103274212881477,0.000334949510726212,-0.00735967878981953,missense|LC,17019737961,17,19737961,
FOXI3,ENSG00000214336,0.000298276348240201,0.450093059957771,0.000137252929253484,-0.00167469750789378,missense|LC,2088448133,2,88448133,
JOSD2,ENSG00000161677,0.000335543190201903,0.0197931217780585,0.00018852188227414,0.0220452883925789,missense|LC,19050506102,19,50506102,
CHRNA1,ENSG00000138435,0.000345860369489359,0.650476446846627,0.000166502797427137,0.00209007991265343,missense|LC,2174748023,2,174748023,
HDGFL3,ENSG00000166503,0.000349605341463222,0.00279466899795544,0.000566680845327294,0.0395242925273235,missense|LC,15083122754,15,83122754,
AKT3,ENSG00000117020,0.000409679199965374,0.0878840773416292,0.000172161677052918,0.0205857625158161,missense|LC,1243499711,1,243499711,
DUSP13,ENSG00000079393,0.000418379250463841,0.00662976383069391,0.00032174391840889,0.0086273845530242,missense|LC,10075089436,10,75089436,
AK1,ENSG00000106992,0.000535793666430195,0.189367234551586,0.000325377169540064,0.00871346453440196,missense|LC,9127868003,9,127868003,
MYO19,ENSG00000278259,0.000639915597289265,0.460319279259583,0.000277538241759911,-0.00165070971094702,missense|LC,17036492751,17,36492751,
HMBOX1,ENSG00000147421,0.000731484594075238,0.440565585379039,0.000374621502574835,0.0113332014960562,missense|LC,8028963863,8,28963863,
FCGR2C,ENSG00000244682,0.000807131656636928,0.063323088631021,0.000513842015354316,0.00461088258119164,missense|LC,1161589463,1,161589463,
CKS2,ENSG00000123975,0.000838404533438086,0.00142890810262386,0.00182657911823758,0.072629995799214,missense|LC,9089311232,9,89311232,
EDARADD,ENSG00000186197,0.000861185758981309,0.074310516592447,0.000436188983489294,0.0164409188106438,missense|LC,1236394359,1,236394359,
TOP1,ENSG00000198900,0.000874106695282761,0.014050953494382,0.000678012145687301,0.0205506679805063,missense|LC,20041028994,20,41028994,
OR4D10,ENSG00000254466,0.000896550594022383,0.0168169275469368,0.000550338937873152,0.010816446774106,missense|LC,11059477386,11,59477386,
KDELR2,ENSG00000136240,0.000942864132427834,0.039372451322491,0.000457627650199521,0.0169011715566409,missense|LC,7006462904,7,6462904,
RAP1B,ENSG00000127314,0.00096936817877824,0.106046823037551,0.000524802578004357,0.0313841984045202,missense|LC,12068626799,12,68626799,
ZNF383,ENSG00000188283,0.00098263720286218,0.00392237732836342,0.00274148089746484,0.0226659167429229,missense|LC,19037230369,19,37230369,
PSMD5,ENSG00000095261,0.000988137481012452,0.000443061407661482,0.0155586973099513,0.00873601587432086,missense|LC,9120815609,9,120815609,
RUSC1,ENSG00000160753,0.00104234904931455,0.835302900422488,0.00055080327359347,-0.000550589647072303,missense|LC,1155317881,1,155317881,
WNT6,ENSG00000115596,0.00105560604014043,0.00324370404817198,0.00132499027169508,0.0201488515797058,missense|LC,2218859935,2,218859935,
OR10S1,ENSG00000196248,0.00107828358679851,0.000819162344428026,0.058759490040125,0.0116454634525592,missense|LC,11123976609,11,123976609,
SLC2A13,ENSG00000151229,0.00110713958096265,0.140672671469005,0.000554346351186563,0.0111239276864036,missense|LC,12039759974,12,39759974,
ZNF850,ENSG00000267041,0.00111737767774334,0.00049677743556753,0.0684940073452365,-0.00912046878628126,missense|LC,19036747666,19,36747666,
NNT,ENSG00000112992,0.0011273128332886,0.0131010810341975,0.000645171941011657,0.00532818447335962,missense|LC,5043609137,5,43609137,
GMPPA,ENSG00000144591,0.00114467024285614,0.0899033144092163,0.000742727727855552,-0.00571261355889875,missense|LC,2219496233,2,219496233,
PNMA3,ENSG00000183837,0.00122607058334745,0.170855445943859,0.000621831956207686,0.00523263612069944,missense|LC,23153057036,X,153057036,
