ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000009724	MASP2	-0.107081347356304	-0.590965236136661	0.152351267732327	-1.22279512881917	0.257831062637341	-0.34694734467263	0.259082575349421	0.591959387421775	0.342227147674005	-0.0374081510575516	0.74710843203082	-1.12454336378113	-0.974796413912736	3.53783769891532	0.0924171143295024	-0.50628336936507	1.24334451484953	0.739038636708464	-0.499762057418995	0.43690609513812	0.022294865888227	0.22209506050686	0.431006494053879	0.673689677219685	0.239810861358853	-0.00623714121607084	0.149939855617806	0.298375597724907	0.875715946154095	0.0472546253953891
ENSG00000162496	DHRS3	0.497797784509649	-0.741956733757264	0.445438380788686	-1.90489372860337	0.480301145972758	-1.04177741738054	0.496933729461797	0.489733203360244	0.409189474662653	0.497455924951224	0.474078180549999	-0.117502533233747	0.359117979824928	0.497060434321676	0.470988821944236	0.0981060786256974	0.499355213108811	0.255175168354522	0.349448541517426	0.368293047488279	0.499355213108811	0.459968477020257	0.197358841888518	0.407032893093714	-0.0781285563600106	0.490788676995194	-0.0551605439110383	0.498147954255753	0.321598143892924	0.499205310696394
ENSG00000116353	MECR	0.381655514485151	0.0723067145379139	0.146400711759215	-1.69636976897185	0.0602274497698428	0.0358669978614004	0.424832969289219	0.536195285959473	-0.146929665983979	-0.0597136779135495	0.427446389107771	-0.377231476600293	-0.342296561784228	-0.614281834085301	-0.232783263982386	0.400224048470883	0.657594722742518	0.488264639897725	-1.11688451656204	-0.105553923394832	0.09495256282547	0.0817906140874516	0.516969389462352	-0.539570922758035	-0.440055597334437	-0.339753789988833	0.545927961571084	0.236274225851012	0.670937023739333	0.19444727775175
ENSG00000273274	ZBTB8B	-0.127181679297569	-0.072117929064932	0.171465256460493	-0.152371552991841	-0.136875354706157	0.451325633834022	-0.0945884632797334	0.022089017900388	-0.127207645040188	-0.114914045335557	-0.0316775762103017	-0.132165193861166	-0.119712409522739	-0.155630623805408	-0.0582748693161376	-0.151063343303604	-0.070526542772942	0.0490561760269812	-0.13526302533844	1.05033498598783	0.0116951718433159	-0.0987283935868995	-0.134463580914349	-0.124120495950146	-0.146662390962079	-0.132502217757664	0.393731031974149	-0.107098933865018	0.0308989917900894	-0.0583147275319671
ENSG00000116922	C1orf109	0.404432498822043	0.0745808537870889	0.39614677065085	-1.25929328904108	0.432131407985465	-0.382063126228082	0.54992837334431	0.57801666770213	0.0737077195999607	0.170416473001606	0.622740592481319	-1.11654853580169	-0.558841461778037	-0.994059948319786	0.0620809826710066	-0.573289068816335	0.65333027782419	0.822395705344621	-0.751706850979966	0.231380308973001	0.371476463970095	0.247992859192007	0.586624529949577	-0.00985859133357564	0.132148634159797	-0.120084635286394	0.3116067016378	0.497724985734939	0.847576859850966	0.429038037414862
ENSG00000117448	AKR1A1	0.354973068088857	0.304708476232458	0.379612643436307	-0.712111290720157	0.405086110232206	-0.73645423140432	0.39233499285166	0.531700354922627	0.317782556287919	0.247217461741288	0.479272702213868	-1.01450263319598	0.431269647280948	0.495825057403167	0.437820423475198	-1.21425468409732	0.458371516030224	0.500880937124453	0.258747837333523	0.51634326105763	0.495828598195084	0.516913296765381	0.421322000715647	0.486529359562658	0.523452222325809	0.434402381323836	-0.642303957143075	0.518719032520546	0.504112037275434	0.477307438928403
ENSG00000185104	FAF1	-0.0331184239465428	-0.444126891805084	0.387025090494611	-1.10662467497284	0.50776000459504	-0.488443261077198	0.140408523306809	0.366006378430161	0.12392901294198	0.267965065297226	0.244204923367619	-0.507597777851548	-0.706703451109015	-1.1341234034667	-0.0436523137778769	0.804862373889422	0.285709836347042	0.441148456721127	-0.827315976338461	0.178033459577951	0.035687203837061	-0.113213363448205	0.438366874905455	-0.203454502212982	-0.47429610354557	-0.35179929206479	1.48174929456351	0.292565752168007	0.445330974541305	0.228080735207882
ENSG00000118729	CASQ2	0.948064949142361	-2.20024351998237	1.90226609905436	-2.80496242122968	2.34490805512998	-1.66676736607987	0.7004696309573	0.419432465241337	1.65030446258411	1.46574793867277	1.6524992055896	2.50799280224498	-2.03672305454808	-2.61121608137194	0.0784762347834118	2.514029261155	0.967267030799465	-0.579249519272664	-2.66263527324011	-2.14542936274722	-0.0950333023135656	-0.441414232334799	-1.19086178792652	-0.271223827723706	-2.00331685354286	0.0769076825142967	-1.03484933115418	-0.0377025544834399	1.63322915360756	-0.176746158294115
ENSG00000134253	TRIM45	-0.49495947567539	0.445933412409736	1.08019842274545	-2.16496471825047	0.0167995057948043	-0.54077393568621	0.359062637426163	1.05928262661615	0.135695537698101	-0.181791984153509	1.6002737202915	0.228125510293138	-0.316759246422651	-1.6455460035471	-0.425283602793425	0.750465666080947	1.31683904175325	1.2927322434407	0.276497121876039	1.46425054356959	1.35041933988696	0.150658920049367	-0.0100481213761107	-0.283125478438118	-0.159301607407533	-0.0996777610570763	1.36869033943026	1.70299644220862	1.55599687005405	0.578796222649271
ENSG00000131791	PRKAB2	-0.102451568668598	-0.235739428516475	0.846152398911344	-2.23895091308791	1.02432723858864	-0.691286333825952	-0.0651759115974355	0.885754944840621	0.690815640873953	0.226723433822694	0.686802717713837	-0.532572206663657	-0.959776016457971	0.267016264754073	0.209771154011097	1.29957778326911	0.852658354348767	0.417169752987368	-0.344142922544134	-0.399196481590857	0.201860316788104	-0.461155003782298	0.403481625381254	0.409600610133149	-0.244184222060418	0.367319384984167	-0.35689401265477	-0.291125065785194	1.14313928010991	0.580555273733563
