ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000009724	MASP2	0.212214378534759	-0.498380915315221	-0.590965236136661	0.127264169406102	0.137116576288824	0.386603875004671	0.152351267732327	-1.13831946396331	-0.917602974786325	-0.829871740736667	1.93442607619809	1.98151517459132	-0.539097358323803	-0.535646664336285	-1.00553644579882	-0.794881432627787	-0.736418479485134	-1.07419252906723	-0.690301859293784	-1.09501726119627	0.259082575349421	-0.32444504620294	-0.031953707232539	0.43270907007329	0.735284673035411	0.456606744180417	0.237144414923041	0.37223047823718	-0.604281689967225	0.275213845271272	0.74710843203082	-1.04985840548724	-1.19870967653131	-0.982307230621968	-0.815191558841553	3.53783769891532	0.0924171143295024	0.22209506050686	-0.50628336936507	1.24334451484953	0.739038636708464	-0.499762057418995	0.43690609513812	0.022294865888227	0.668218304482548	0.76976775338415	0.673689677219685	0.239810861358853	-0.00623714121607084	0.149939855617806	0.298375597724907	0.875715946154095	0.0472546253953891	-1.49724070147622
ENSG00000162496	DHRS3	0.498236744877049	0.497259834928158	-0.741956733757264	0.492746194448804	0.470857588112058	0.475610637594048	0.445438380788686	-0.748848108559509	-0.96594706219008	-0.388551190449137	-2.53998714453825	-2.1676676290654	-0.814937854319881	-0.905537455277037	-0.993495080110741	-1.02209460437604	-0.54533737984088	-0.734224732603761	-0.762395755054533	-0.714514397074577	0.496933729461797	-0.579796946770984	-3.08714536879962	0.499355213108811	0.481073394586533	0.446976274405481	0.37447401578562	0.49477161958723	0.498091680476232	0.498725381640773	0.474078180549999	0.217057750626861	-0.449739481789768	0.375310998729013	0.0150163281131244	0.497060434321676	0.470988821944236	0.459968477020257	0.0981060786256974	0.499355213108811	0.255175168354522	0.349448541517426	0.368293047488279	0.499355213108811	0.496107593197884	0.498703024047623	0.407032893093714	-0.0781285563600106	0.490788676995194	-0.0551605439110383	0.498147954255753	0.321598143892924	0.499205310696394	-1.63242778768397
ENSG00000116353	MECR	0.48302726661042	0.25742358905252	0.0723067145379139	0.0811382052701144	0.171344610048758	0.00637893567775073	0.146400711759215	-0.0975253199736489	0.156296999428587	-0.144793740822383	-0.0450288594658095	0.0163159328517087	0.347978682883601	0.425198092953052	-0.0468647346431596	-0.108497824436026	0.194173788230699	-0.231562667022935	-0.0657611724170464	-0.0924310845747467	0.424832969289219	0.672697566736127	0.402448957419087	0.411018016933903	0.648854828082487	0.0263328501523335	-0.306109268247143	-0.0397372422940314	-0.109410146473648	-0.0207032377319276	0.427446389107771	-0.250093042153606	-0.503487005252212	-0.352744528902608	-0.120277260518654	-0.614281834085301	-0.232783263982386	0.0817906140874516	0.400224048470883	0.657594722742518	0.488264639897725	-1.11688451656204	-0.105553923394832	0.09495256282547	0.394031015236234	0.510931981026679	-0.539570922758035	-0.440055597334437	-0.339753789988833	0.545927961571084	0.236274225851012	0.670937023739333	0.19444727775175	-2.18007103836526
ENSG00000273274	ZBTB8B	-0.142453989893945	-0.108465335627703	-0.072117929064932	-0.138350825514758	-0.115446691668234	-0.143670944057268	0.171465256460493	0.612846632989308	0.587279034312303	0.205250993425583	0.497253691797609	0.478579301004831	0.4236498791734	0.478902172051137	0.434109433483693	1.00612309468543	0.288233039670694	0.117012801424499	0.381865252909526	0.508362609644079	-0.0945884632797334	-0.154082286176075	-0.129190615823136	-0.0151955050498675	0.055645088555618	-0.119998153834509	-0.133831143118311	-0.0934867273584946	-0.149887237940427	-0.0928269042592383	-0.0316775762103017	-0.112393866511454	-0.151799220326505	-0.1204160438433	-0.104760180210832	-0.155630623805408	-0.0582748693161376	-0.0987283935868995	-0.151063343303604	-0.070526542772942	0.0490561760269812	-0.13526302533844	1.05033498598783	0.0116951718433159	-0.132592701307225	-0.121970262555995	-0.124120495950146	-0.146662390962079	-0.132502217757664	0.393731031974149	-0.107098933865018	0.0308989917900894	-0.0583147275319671	-0.157713914670456
ENSG00000116922	C1orf109	0.512268328613341	0.272278792441949	0.0745808537870889	0.369853019225802	0.38439974262603	0.489989422511014	0.39614677065085	-0.795369431721912	-0.488879436615445	-0.577968694259392	0.502999582312063	0.320924283960387	-0.378374576042414	-0.10200108975304	-0.795711483486248	-0.394407459918212	-0.539975826413876	-0.80682143812511	-0.551849376397164	-0.759521554764029	0.54992837334431	0.935424206814993	0.859734718298987	0.45835550978154	0.685711709830662	0.236960103824475	-0.0762753821629547	0.247768560931126	0.022708151175241	0.273272949972601	0.622740592481319	-0.887873947265477	-1.34363510636196	-0.581878167647249	-0.0693114620572767	-0.994059948319786	0.0620809826710066	0.247992859192007	-0.573289068816335	0.65333027782419	0.822395705344621	-0.751706850979966	0.231380308973001	0.371476463970095	0.412610741923607	0.485781863512367	-0.00985859133357564	0.132148634159797	-0.120084635286394	0.3116067016378	0.497724985734939	0.847576859850966	0.429038037414862	-1.74765206159363
ENSG00000117448	AKR1A1	0.388847087095547	0.313460176034447	0.304708476232458	0.511816339528889	0.424921492259767	0.328362202626201	0.379612643436307	-1.16041965425848	-1.02591619878744	-0.960757524859466	-0.00451731643730169	-0.128468438376878	-0.775219881054735	-0.661233851392089	-1.16991653511585	-0.779659390795526	-0.888848598716389	-1.11529483456874	-0.195761635308614	-0.850550919314679	0.39233499285166	0.477697029450944	0.531700354922627	0.531700354922627	0.531700354922627	0.219663981963676	0.407925975556251	0.115008613240774	0.526684393108515	0.0423129399527084	0.479272702213868	-0.469437297997518	-1.55578279245556	0.436307821257377	0.324208450281827	0.495825057403167	0.437820423475198	0.516913296765381	-1.21425468409732	0.458371516030224	0.500880937124453	0.258747837333523	0.51634326105763	0.495828598195084	0.416164947586377	0.385233335391097	0.486529359562658	0.523452222325809	0.434402381323836	-0.642303957143075	0.518719032520546	0.504112037275434	0.477307438928403	-0.99876457064313
ENSG00000185104	FAF1	0.127596038075206	-0.230075333965803	-0.444126891805084	0.315301236767671	0.20625718639173	0.74230429429371	0.387025090494611	-0.909428713317738	-0.655650414894699	-0.850893742708494	0.291335109832222	0.279424350917108	-0.30171682801355	-0.197350120092941	-0.863003256174022	-0.612811755850917	-0.734775945939262	-0.990284487187849	-0.319544887179644	-0.798154624256663	0.140408523306809	0.215822880837191	0.658326597630766	0.355392848341823	0.375558555509664	0.403667998540939	-0.133072567423566	0.344462610462031	0.0166611265724835	0.483085660550489	0.244204923367619	-0.323799762784248	-0.690119417814214	-0.724382386601173	-0.331026071900654	-1.1341234034667	-0.0436523137778769	-0.113213363448205	0.804862373889422	0.285709836347042	0.441148456721127	-0.827315976338461	0.178033459577951	0.035687203837061	0.472174073611298	0.569240804994008	-0.203454502212982	-0.47429610354557	-0.35179929206479	1.48174929456351	0.292565752168007	0.445330974541305	0.228080735207882	-1.51338165700334
ENSG00000118729	CASQ2	1.23564303154609	0.595635617102294	-2.20024351998237	1.85194204355618	2.54005580428694	2.59547495890406	1.90226609905436	-1.8438724540245	-1.95022849539712	-1.6909382400511	-1.62396821123676	-0.878357088961189	-1.88956866744445	-2.10587217802417	-1.85122767175259	-1.47497647058124	-1.73672412449145	-1.71245039995454	-1.53143591727081	-1.4164989267165	0.7004696309573	-2.88464151762528	-2.83418139030186	0.288109944738914	0.537622733693518	2.43077253819174	0.933273447309125	2.42457704027614	-0.120315334255977	2.47682406172946	1.6524992055896	2.57626062093204	2.44019906563213	-2.09857498311342	-0.722369572534547	-2.61121608137194	0.0784762347834118	-0.441414232334799	2.514029261155	0.967267030799465	-0.579249519272664	-2.66263527324011	-2.14542936274722	-0.0950333023135656	-0.971293982089584	-0.162265455483353	-0.271223827723706	-2.00331685354286	0.0769076825142967	-1.03484933115418	-0.0377025544834399	1.63322915360756	-0.176746158294115	-2.79822851312563
ENSG00000134253	TRIM45	-0.290641462020594	-0.745352900912228	0.445933412409736	0.408831696786435	-0.148544601549083	-0.178789213278878	1.08019842274545	-0.730589600507449	-0.650370164027911	-0.7034213559857	-0.629834828674186	-0.436056272726549	-0.112372653969907	-0.382572488735228	-0.725524990439565	-0.578788937454303	-0.452601417810818	-0.874666573744863	-0.184231661861475	-0.728549427675594	0.359062637426163	-0.159229816729428	-1.30219065774551	0.884036900945201	1.21700377971999	0.524714472325779	-0.221703631307131	0.137251009770927	-0.744523661952669	0.192334148772454	1.6002737202915	0.66203979924009	-0.202775484980571	-0.347511195451796	0.336719670446666	-1.6455460035471	-0.425283602793425	0.150658920049367	0.750465666080947	1.31683904175325	1.2927322434407	0.276497121876039	1.46425054356959	1.35041933988696	0.153486456813036	-0.0436962109170127	-0.283125478438118	-0.159301607407533	-0.0996777610570763	1.36869033943026	1.70299644220862	1.55599687005405	0.578796222649271	-2.36380271365162
ENSG00000131791	PRKAB2	0.360956182439352	-0.670361622244515	-0.235739428516475	0.804518053615048	0.769582696747927	1.25976654168119	0.846152398911344	-1.25874183230167	-1.1294007749474	-1.20704869171114	0.812444385530268	0.904105514426672	-0.68188307119233	-0.693440764597049	-1.28170554200855	-1.04566734328396	-1.2474635301953	-1.34206346858912	-0.16150888008998	-1.01940390845663	-0.0651759115974355	0.496352338989899	-0.574829223143087	0.847453172692038	0.920226539774346	1.07714305267812	0.335889225595739	0.708667585037486	-0.675613207691622	0.848214267482691	0.686802717713837	-0.307607145068505	-0.75597501088662	-0.961351542190498	-0.926296094641781	0.267016264754073	0.209771154011097	-0.461155003782298	1.29957778326911	0.852658354348767	0.417169752987368	-0.344142922544134	-0.399196481590857	0.201860316788104	0.32992686519597	0.400086811534114	0.409600610133149	-0.244184222060418	0.367319384984167	-0.35689401265477	-0.291125065785194	1.14313928010991	0.580555273733563	-2.62247034891625
