ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000006534	ALDH3B1	-0.14415153475508	-0.162693598059393	-0.233477447356907	-0.244002686936673	-0.10157424958875	-0.125683467040987	-0.156810230147993	-0.187310198625494	-0.199512374280407	0.202691205247747	0.196580429387419	0.0444329153157287	-0.124725021678765	-0.0221934793804299	0.268854493997265	0.348691482228342	0.00442808860387198	0.0770328484065921	-0.0672305010002267	0.258990329128495	-0.117070351380487	0.432395109283595	0.0680963224229033	0.0259206415244668	0.383401166918359	0.241612585384549	0.0609279090077321	0.153812196255446	-0.0539664178159229
ENSG00000007933	FMO3	-0.209895884464147	-0.214298486003308	-0.215437631764342	-0.210699869563283	-0.208673204408417	-0.209587420244785	-0.188108667715187	-0.190161171970948	-0.142194272157985	0.27603808155821	0.149847048611751	0.181849073491173	-0.0208470677611269	0.0761678533945259	0.268557499077773	0.422291146347353	0.170555373876153	0.282742244640081	0.12472927106624	0.00898438961172845	-0.0548263472350159	0.340516813131051	-0.0284053306326877	0.0553558869542928	-0.0625977088422126	-0.0196514053907174	0.22174303682565	0.0617082647756735	0.10314044236151
ENSG00000008300	CELSR3	0.277036609285343	0.971072790538259	1.11009466923534	1.28101498397694	1.29917838466364	1.12260950888391	0.845896616342066	0.955565514681139	0.237258439980911	-0.695039600722242	-0.437522545363862	-0.676440210803184	-1.01581929487457	-0.212276337516595	-1.66908438797016	-1.14239985645442	-1.57206880296341	-1.19644679001356	-0.889746814874621	-0.430405685194966	-0.552054851561678	-1.16912707342449	-0.176207297213888	-0.569234954344649	-0.849588805762574	-0.111418584375749	-0.0451630409403781	-0.33894709652949	-0.911975455839594
ENSG00000008394	MGST1	-0.782239583522134	-0.903784592041382	-0.819706003061207	-1.0210007140933	-0.916695779484035	-0.723244701408919	-0.815745891751153	-0.936531728550094	-0.616627502113076	0.363464111706503	0.32718786202572	0.0198323348926946	0.0344078930864021	-0.382631248850311	0.885844018913599	1.16938990258664	1.68040274953692	1.36021163310108	0.450146556693008	1.2651602095508	0.649733454078706	1.26178032085844	0.509888886815916	0.256151643444113	1.21766246386089	-0.390125520589027	0.241198427108328	0.634289472029841	0.823721135129413
ENSG00000009724	MASP2	-0.201363640584141	-0.184191513899162	-0.0420638847830278	-0.0643970985014353	0.162995434099507	0.35111575809625	0.0828061581374861	0.244833466558989	0.240362408471077	-0.174338914516119	-0.194253472450584	-0.121482969276135	-0.302252980602815	-0.116689733560231	-0.440116630785128	-0.267457534301114	-0.425202318743942	-0.0642663510045111	-0.0782512951491389	0.124569555810589	0.282824361013687	-0.215854034328443	0.139163539111314	-0.0640346811906308	0.00500308441635713	0.105438613417766	0.447114291780155	0.700223805079081	-0.137291881907817
ENSG00000009950	MLXIPL	-0.817137373371407	-0.795759682712621	-0.797453278428518	-0.797815792236913	-0.756750540878005	-0.60934577307349	-0.740713923686998	-0.763012384104499	-0.762688160945115	-0.0170032933814067	-0.356958029591764	-0.143639004857661	-0.150778644844372	0.128258118333205	-0.0604715680035452	0.382409121377909	0.279346361947817	0.388871872551558	0.25197418314378	1.04356966782343	0.714332716036471	0.904467073419205	1.27720509157017	0.172953911219392	0.777579974337158	1.69650653212998	1.46603947794961	1.25341766088728	0.945642174702396
ENSG00000021461	CYP3A43	-0.0220640689751566	-0.0201280008959204	-0.0190812957709892	-0.0217212049634928	-0.0155781380538726	0.0100101745365881	-0.00556872159260896	-0.000371512807283591	-0.0143672565739544	0.0246614237221666	0.0298601756104827	0.00717725613896224	-0.0180751269351395	-0.0106531817943459	0.0323390138948569	0.00129044923093809	-0.0112062051301659	-0.00322748682433883	-0.000958771586153874	0.0329008098398481	-0.0106687083740585	0.0125500723126167	-0.00245003560248813	-0.00419433790026609	0.0182940940879579	-0.00578116756009144	0.0448275036737529	0.0639631829814953	-0.00509651619394027
ENSG00000035115	SH3YL1	-0.275074314464387	0.00483149259290492	-0.0413240498763523	-0.0378637647787206	0.0491773987983463	0.312230454517442	0.00448054201192484	0.24604679614678	0.0215121499320704	-0.0120401567872418	0.109557364638081	0.137753740075942	-0.0321185611385756	0.0538989894770785	-0.725532606170657	-0.118469637089698	0.0704520537516689	0.0159462677380741	0.0545100238459031	-0.110740354934895	0.267787027991677	-0.0691528254744785	-0.163807246298545	-0.209020485203058	-0.0596157301855198	-0.188680327018175	0.166359907701419	0.316223865959379	0.201006177963938
ENSG00000040199	PHLPP2	-0.421445203699352	-0.322707566841651	-0.10649912699878	-0.412257968231057	-0.0108654194262922	-0.0700989877228795	-0.533211313097661	0.126491304620657	-0.198614738142599	-0.288360379257192	-0.492735201647644	0.140382731031624	-0.167385277881662	0.863441206162032	-1.06543354835389	-0.305152268774576	-0.638506133485377	-0.171654406019363	0.35949613273121	0.442358756610025	0.780856807421146	-0.462683037972045	0.616150703789053	0.750781391806728	0.319216397577232	0.342064673759132	0.695905545773005	0.805054338582333	-0.0251575943335508
ENSG00000050405	LIMA1	0.24138987669491	0.439247734866291	-0.0789085984599719	-0.171937632568639	-0.0632567771670276	-0.126825899136161	-0.546414053827617	0.0353925246300457	0.204409486711333	0.666852765364349	0.482821461332967	0.418199890894261	-0.124912729581927	0.0794733711703788	-0.185165664944635	0.601625985484278	0.288419034309964	0.0247295360526084	-0.324731758398512	-0.0264059084482162	0.161515274127435	0.156578720440882	-0.430114482213047	-0.273715461860205	0.132590661278602	-0.817981702870383	-0.171966704252514	0.0388276240540563	-0.460916750873448
