ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000006534	ALDH3B1	0.160622357525986	0.142080294221673	0.0712964449241588	0.0607712053443936	0.203199642692316	0.179090425240079	0.147963662133073	0.117463693655573	0.105261518000659	0.507465097528813	0.501354321668485	0.349206807596795	0.180048870602301	0.282580412900636	0.573628386278332	0.653465374509408	0.309201980884938	0.381806740687658	0.23754339128084	0.563764221409561	0.187703540900579	0.737169001564661	0.37287021470397	0.330694533805533	0.688175059199426	0.546386477665615	0.365701801288798	0.458586088536512	0.250807474465143
ENSG00000007933	FMO3	0.0134280166779237	0.00902541513876257	0.00788626937772867	0.0126240315787871	0.0146506967336532	0.0137364808972855	0.0352152334268831	0.033162729171122	0.0811296289840851	0.499361982700281	0.373170949753821	0.405172974633243	0.202476833380944	0.299491754536596	0.491881400219844	0.645615047489424	0.393879275018224	0.506066145782151	0.348053172208311	0.232308290753799	0.168497553907055	0.563840714273122	0.194918570509383	0.278679788096363	0.160726192299858	0.203672495751353	0.44506693796772	0.285032165917744	0.326464343503581
ENSG00000008300	CELSR3	2.8420195426331	3.53605572388602	3.6750776025831	3.8459979173247	3.8641613180114	3.68759244223167	3.41087954968983	3.5205484480289	2.80224137332867	1.86994333262552	2.1274603879839	1.88854272254458	1.54916363847319	2.35270659583117	0.895898545377597	1.42258307689334	0.992914130384356	1.3685361433342	1.67523611847314	2.13457724815279	2.01292808178608	1.39585585992327	2.38877563613387	1.99574797900311	1.71539412758519	2.45356434897201	2.51981989240738	2.22603583681827	1.65300747750817
ENSG00000008394	MGST1	0.594986907923595	0.473441899404347	0.557520488384522	0.356225777352431	0.460530711961693	0.65398179003681	0.561480599694576	0.440694762895635	0.760598989332652	1.74069060315223	1.70441435347145	1.39705882633842	1.41163438453213	0.994595242595418	2.26307051035933	2.54661639403237	3.05762924098265	2.73743812454681	1.82737304813874	2.64238670099653	2.02695994552443	2.63900681230417	1.88711537826164	1.63337813488984	2.59488895530662	0.987100970856702	1.61842491855406	2.01151596347557	2.20094762657514
ENSG00000009724	MASP2	0.552421598994143	0.569593725679121	0.711721354795256	0.689388141076848	0.91678067367779	1.10490099767453	0.83659139771577	0.998618706137272	0.994147648049361	0.579446325062164	0.5595317671277	0.632302270302149	0.451532258975468	0.637095506018053	0.313668608793155	0.486327705277169	0.328582920834341	0.689518888573772	0.675533944429145	0.878354795388873	1.03660960059197	0.537931205249841	0.892948778689597	0.689750558387653	0.758788323994641	0.859223852996049	1.20089953135844	1.45400904465736	0.616493357670467
ENSG00000009950	MLXIPL	0.0074236686532908	0.0288013593120769	0.0271077635961801	0.026745249787785	0.0678105011466931	0.215215268951208	0.0838471183376994	0.0615486579201983	0.0618728810795822	0.807557748643291	0.467603012432934	0.680922037167036	0.673782397180326	0.952819160357902	0.764089474021153	1.20697016340261	1.10390740397251	1.21343291457626	1.07653522516848	1.86813070984813	1.53889375806117	1.7290281154439	2.10176613359487	0.99751495324409	1.60214101636186	2.52106757415468	2.29060051997431	2.07797870291198	1.77020321672709
ENSG00000021461	CYP3A43	0.00237888435686587	0.00431495243610211	0.00536165756103331	0.00272174836852971	0.00886481527814993	0.0344531278686107	0.0188742317394136	0.0240714405247389	0.0100756967580681	0.0491043770541892	0.0543031289425053	0.0316202094709848	0.00636782639688305	0.0137897715376766	0.0567819672268795	0.0257334025629606	0.0132367482018566	0.0212154665076837	0.0234841817458686	0.0573437631718707	0.013774244957964	0.0369930256446392	0.0219929177295344	0.0202486154317564	0.0427370474199805	0.0186617857719311	0.0692704570057754	0.0884061363135178	0.0193464371380822
ENSG00000035115	SH3YL1	1.50499081336746	1.78489662042475	1.73874107795549	1.74220136305313	1.82924252663019	2.09229558234929	1.78454566984377	2.02611192397863	1.80157727776392	1.7680249710446	1.88962249246993	1.91781886790779	1.74794656669327	1.83396411730892	1.05453252166119	1.66159549074215	1.85051718158351	1.79601139556992	1.83457515167775	1.66932477289695	2.04785215582352	1.71091230235737	1.6162578815333	1.57104464262879	1.72044939764633	1.59138480081367	1.94642503553326	2.09628899379122	1.98107130579578
ENSG00000040199	PHLPP2	1.41659797058807	1.51533560744577	1.73154404728864	1.42578520605636	1.82717775486113	1.76794418656454	1.30483186118976	1.96453447890807	1.63942843614482	1.54968279503023	1.34530797263977	1.97842590531904	1.67065789640576	2.70148438044945	0.772609625933529	1.53289090551284	1.19953704080204	1.66638876826806	2.19753930701863	2.28040193089744	2.61889998170856	1.37536013631537	2.45419387807647	2.58882456609415	2.15725957186465	2.18010784804655	2.53394872006042	2.64309751286975	1.81288557995387
ENSG00000050405	LIMA1	2.18552114727822	2.38337900544961	1.86522267212334	1.77219363801468	1.88087449341629	1.81730537144715	1.3977172167557	1.97952379521336	2.14854075729465	2.61098403594766	2.42695273191628	2.36233116147758	1.81921854100139	2.02360464175369	1.75896560563868	2.54575725606759	2.23255030489328	1.96886080663592	1.6193995121848	1.9177253621351	2.10564654471075	2.1007099910242	1.51401678837027	1.67041580872311	2.07672193186192	1.12614956771293	1.7721645663308	1.98295889463737	1.48321451970987
