ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000009724	MASP2	2.32938593148947	1.61879063763949	1.52620631681805	2.24443572236081	2.25428812924354	2.50377542795938	2.26952282068704	0.978852088991406	1.19956857816839	1.28729981221805	4.05159762915281	4.09868672754603	1.57807419463091	1.58152488861843	1.11163510715589	1.32229012032693	1.38075307346958	1.04297902388749	1.42686969366093	1.02215429175845	2.37625412830413	1.79272650675177	2.08521784572217	2.549880623028	2.85245622599012	2.57377829713513	2.35431596787775	2.48940203119189	1.51288986298749	2.39238539822598	2.86427998498553	1.06731314746747	0.918461876423397	1.13486432233274	1.30197999411316	5.65500925187004	2.20958866728421	2.33926661346157	1.61088818358964	3.36051606780424	2.85621018966318	1.61740949553572	2.55407764809283	2.13946641884294	2.78538985743726	2.88693930633886	2.7908612301744	2.35698241431357	2.11093441173864	2.26711140857252	2.41554715067962	2.99288749910881	2.1644261783501	0.619930851478488
ENSG00000162496	DHRS3	5.67130687373973	5.67032996379084	4.43111339510542	5.66581632331149	5.64392771697474	5.64868076645673	5.61850850965137	4.42422202030318	4.2071230666726	4.78451893841355	2.63308298432444	3.00540249979728	4.3581322745428	4.26753267358565	4.17957504875194	4.15097552448664	4.6277327490218	4.43884539625892	4.41067437380815	4.45855573178811	5.67000385832448	4.5932731820917	2.08592476006306	5.6724253419715	5.65414352344922	5.62004640326816	5.5475441446483	5.66784174844991	5.67116180933892	5.67179551050346	5.64714830941268	5.39012787948954	4.72333064707292	5.5483811275917	5.18808645697581	5.67013056318436	5.64405895080692	5.63303860588294	5.27117620748838	5.6724253419715	5.42824529721721	5.52251867038011	5.54136317635096	5.6724253419715	5.66917772206057	5.67177315291031	5.5801030219564	5.09494157250267	5.66385880585788	5.11790958495165	5.67121808311844	5.49466827275561	5.67227543955908	3.54064234117872
ENSG00000116353	MECR	3.89446373074898	3.66886005319108	3.48374317867647	3.49257466940867	3.58278107418732	3.41781539981631	3.55783717589777	3.31391114416491	3.56773346356715	3.26664272331618	3.36640760467275	3.42775239699027	3.75941514702216	3.83663455709161	3.3645717294954	3.30293863970253	3.60561025236926	3.17987379711562	3.34567529172151	3.31900537956381	3.83626943342778	4.08413403087469	3.81388542155765	3.82245448107246	4.06029129222105	3.43776931429089	3.10532719589142	3.37169922184453	3.30202631766491	3.39073322640663	3.83888285324633	3.16134342198495	2.90794945888635	3.05869193523595	3.29115920361991	2.79715463005326	3.17865320015617	3.49322707822601	3.81166051260944	4.06903118688108	3.89970110403628	2.29455194757652	3.30588254074373	3.50638902696403	3.80546747937479	3.92236844516524	2.87186554138052	2.97138086680412	3.07168267414973	3.95736442570964	3.64771068998957	4.08237348787789	3.60588374189031	1.2313654257733
ENSG00000273274	ZBTB8B	0.0215948032106423	0.0555834574768842	0.091930864039655	0.025697967589829	0.0486021014363529	0.0203778490473195	0.33551404956508	0.776895426093895	0.75132782741689	0.36929978653017	0.661302484902196	0.642628094109418	0.587698672277987	0.642950965155724	0.598158226588281	1.17017188779002	0.452281832775282	0.281061594529086	0.545914046014113	0.672411402748666	0.0694603298248536	0.00996650692851194	0.0348581772814508	0.14885328805472	0.219693881660205	0.0440506392700781	0.0302176499862758	0.0705620657460924	0.0141615551641602	0.0712218888453487	0.132371216894285	0.0516549265931334	0.012249572778082	0.0436327492612875	0.0592886128937546	0.0084181692991787	0.105773923788449	0.0653203995176876	0.0129854498009835	0.0935222503316451	0.213104969131568	0.0287857677661465	1.21438377909242	0.175743964947903	0.0314560917973621	0.0420785305485921	0.0399282971544408	0.0173864021425079	0.0315465753469232	0.557779825078736	0.0569498592395692	0.194947784894676	0.10573406557262	0.00633487843413079
ENSG00000116922	C1orf109	3.34769686918693	3.10770733301554	2.91000939436068	3.20528155979939	3.21982828319962	3.3254179630846	3.23157531122444	2.04005910885168	2.34654910395814	2.2574598463142	3.33842812288565	3.15635282453398	2.45705396453118	2.73342745082055	2.03971705708734	2.44102108065538	2.29545271415971	2.02860710244848	2.28357916417643	2.07590698580956	3.3853569139179	3.77085274738858	3.69516325887258	3.29378405035513	3.52114025040425	3.07238864439806	2.75915315841063	3.08319710150472	2.85813669174883	3.10870149054619	3.45816913305491	1.94755459330811	1.49179343421163	2.25355037292634	2.76611707851631	1.8413685922538	2.8975095232446	3.0834213997656	2.26213947175725	3.48875881839778	3.65782424591821	2.08372168959362	3.06680884954659	3.20690500454368	3.2480392824972	3.32121040408596	2.82556994924001	2.96757717473339	2.7153439052872	3.14703524221139	3.33315352630853	3.68300540042456	3.26446657798845	1.08777647897996
ENSG00000117448	AKR1A1	5.52957207414441	5.45418516308331	5.44543346328133	5.65254132657776	5.56564647930863	5.46908718967507	5.52033763048518	3.98030533279038	4.11480878826142	4.1799674621894	5.13620767061157	5.01225654867199	4.36550510599413	4.47949113565678	3.97080845193302	4.36106559625334	4.25187638833248	4.02543015248013	4.94496335174025	4.29017406773419	5.53305997990053	5.61842201649981	5.6724253419715	5.6724253419715	5.6724253419715	5.36038896901254	5.54865096260512	5.25573360028964	5.66740938015738	5.18303792700158	5.61999768926274	4.67128768905135	3.58494219459331	5.57703280830625	5.4649334373307	5.63655004445204	5.57854541052407	5.65763828381425	3.92647030295154	5.59909650307909	5.64160592417332	5.39947282438239	5.6570682481065	5.63655358524395	5.55688993463524	5.52595832243996	5.62725434661153	5.66417720937468	5.5751273683727	4.49842102990579	5.65944401956941	5.6448370243243	5.61803242597727	4.14196041640574
ENSG00000185104	FAF1	3.93772154843196	3.58005017639095	3.36599861855167	4.12542674712442	4.01638269674848	4.55242980465046	4.19715060085137	2.90069679703902	3.15447509546205	2.95923176764826	4.10146062018898	4.08954986127386	3.5084086823432	3.61277539026381	2.94712225418273	3.19731375450584	3.07534956441749	2.81984102316891	3.49058062317711	3.01197088610009	3.95053403366356	4.02594839119394	4.46845210798752	4.16551835869858	4.18568406586642	4.21379350889769	3.67705294293319	4.15458812081878	3.82678663692924	4.29321117090724	4.05433043372437	3.48632574757251	3.12000609254254	3.08574312375558	3.4790994384561	2.67600210689006	3.76647319657888	3.69691214690855	4.61498788424618	4.0958353467038	4.25127396707788	2.98280953401829	3.9881589699347	3.84581271419381	4.28229958396805	4.37936631535076	3.60667100814377	3.33582940681118	3.45832621829196	5.29187480492027	4.10269126252476	4.25545648489806	4.03820624556464	2.29674385335342
ENSG00000118729	CASQ2	4.31172681434716	3.67171939990336	0.875840262818703	4.92802582635724	5.61613958708801	5.67155874170513	4.97834988185543	1.23221132877656	1.12585528740395	1.38514554274996	1.45211557156431	2.19772669383988	1.18651511535661	0.970211604776901	1.22485611104848	1.60110731221982	1.33935965830962	1.36363338284653	1.54464786553026	1.65958485608457	3.77655341375837	0.191442265175784	0.241902392499209	3.36419372753998	3.61370651649459	5.50685632099281	4.00935723011019	5.50066082307721	2.95576844854509	5.55290784453053	4.72858298839067	5.6523444037331	5.5162828484332	0.977508799687646	2.35371421026652	0.464867701429128	3.15456001758448	2.63466955046627	5.59011304395607	4.04335081360053	2.4968342635284	0.413448509560956	0.930654420053846	2.9810504804875	2.10478980071148	2.91381832731771	2.80485995507736	1.07276692925821	3.15299146531537	2.04123445164689	3.03838122831763	4.70931293640863	2.89933762450695	0.277855269675438
ENSG00000134253	TRIM45	2.22819302282407	1.77348158393244	2.9647678972544	2.9276661816311	2.37028988329558	2.34004527156579	3.59903290759011	1.78824488433722	1.86846432081675	1.81541312885897	1.88899965617048	2.08277821211812	2.40646183087476	2.13626199610944	1.7933094944051	1.94004554739036	2.06623306703385	1.6441679110998	2.33460282298319	1.79028505716907	2.87789712227083	2.35960466811524	1.21664382709916	3.40287138578987	3.73583826456466	3.04354895717044	2.29713085353753	2.65608549461559	1.774310822892	2.71116863361712	4.11910820513617	3.18087428408476	2.3160589998641	2.17132328939287	2.85555415529133	0.873288481297563	2.09355088205124	2.66949340489403	3.26930015092561	3.83567352659792	3.81156672828537	2.79533160672071	3.98308502841425	3.86925382473163	2.6723209416577	2.47513827392765	2.23570900640655	2.35953287743713	2.41915672378759	3.88752482427493	4.22183092705328	4.07483135489872	3.09763070749394	0.15503177119305
ENSG00000131791	PRKAB2	4.67939509172621	3.64807728704234	4.08269948077038	5.12295696290191	5.08802160603479	5.57820545096805	5.1645913081982	3.05969707698519	3.18903813433945	3.11139021757572	5.13088329481713	5.22254442371353	3.63655583809453	3.62499814468981	3.03673336727831	3.2727715660029	3.07097537909156	2.97637544069774	4.15693002919688	3.29903500083023	4.25326299768942	4.81479124827676	3.74360968614377	5.1658920819789	5.2386654490612	5.39558196196498	4.6543281348826	5.02710649432434	3.64282570159524	5.16665317676955	5.0052416270007	4.01083176421835	3.56246389840024	3.35708736709636	3.39214281464508	4.58545517404093	4.52821006329795	3.85728390550456	5.61801669255597	5.17109726363563	4.73560866227423	3.97429598674272	3.919242427696	4.52029922607496	4.64836577448283	4.71852572082097	4.72803951942001	4.07425468722644	4.68575829427103	3.96154489663209	4.02731384350167	5.46157818939677	4.89899418302042	1.69596856037061
