ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000009724	MASP2	2.01009020559841	1.52620631681805	2.26952282068704	0.89437642413554	2.37500261559205	1.77022420828208	2.37625412830413	2.70913094037649	2.45939870062872	2.07976340189716	2.86427998498553	0.992628189173579	1.14237513904198	5.65500925187004	2.20958866728421	1.61088818358964	3.36051606780424	2.85621018966318	1.61740949553572	2.55407764809283	2.13946641884294	2.33926661346157	2.54817804700859	2.7908612301744	2.35698241431357	2.11093441173864	2.26711140857252	2.41554715067962	2.99288749910881	2.1644261783501
ENSG00000162496	DHRS3	5.67086791337233	4.43111339510542	5.61850850965137	3.26817640025932	5.65337127483544	4.13129271148215	5.67000385832448	5.66280333222293	5.58225960352534	5.67052605381391	5.64714830941268	5.05556759562894	5.53218810868761	5.67013056318436	5.64405895080692	5.27117620748838	5.6724253419715	5.42824529721721	5.52251867038011	5.54136317635096	5.6724253419715	5.63303860588294	5.3704289707512	5.5801030219564	5.09494157250267	5.66385880585788	5.11790958495165	5.67121808311844	5.49466827275561	5.67227543955908
ENSG00000116353	MECR	3.79309197862371	3.48374317867647	3.55783717589777	1.71506669516671	3.4716639139084	3.44730346199996	3.83626943342778	3.94763175009803	3.26450679815458	3.35172278622501	3.83888285324633	3.03420498753827	3.06913990235433	2.79715463005326	3.17865320015617	3.81166051260944	4.06903118688108	3.89970110403628	2.29455194757652	3.30588254074373	3.50638902696403	3.49322707822601	3.92840585360091	2.87186554138052	2.97138086680412	3.07168267414973	3.95736442570964	3.64771068998957	4.08237348787789	3.60588374189031
ENSG00000273274	ZBTB8B	0.0368671138070184	0.091930864039655	0.33551404956508	0.0116772401127462	0.0271734383984297	0.615374426938609	0.0694603298248536	0.186137811004975	0.0368411480643994	0.0491347477690299	0.132371216894285	0.0318835992434212	0.0443363835818478	0.0084181692991787	0.105773923788449	0.0129854498009835	0.0935222503316451	0.213104969131568	0.0287857677661465	1.21438377909242	0.175743964947903	0.0653203995176876	0.0295852121902376	0.0399282971544408	0.0173864021425079	0.0315465753469232	0.557779825078736	0.0569498592395692	0.194947784894676	0.10573406557262
ENSG00000116922	C1orf109	3.23986103939563	2.91000939436068	3.23157531122444	1.57613525153251	3.26755994855905	2.45336541434551	3.3853569139179	3.41344520827572	2.90913626017355	3.0058450135752	3.45816913305491	1.7188800047719	2.27658707879555	1.8413685922538	2.8975095232446	2.26213947175725	3.48875881839778	3.65782424591821	2.08372168959362	3.06680884954659	3.20690500454368	3.0834213997656	3.42205307052317	2.82556994924001	2.96757717473339	2.7153439052872	3.14703524221139	3.33315352630853	3.68300540042456	3.26446657798845
ENSG00000117448	AKR1A1	5.49569805513772	5.44543346328133	5.52033763048518	4.42861369632871	5.54581109728107	4.40427075564455	5.53305997990053	5.6724253419715	5.45850754333679	5.38794244879016	5.61999768926274	4.12622235385289	5.57199463432982	5.63655004445204	5.57854541052407	3.92647030295154	5.59909650307909	5.64160592417332	5.39947282438239	5.6570682481065	5.63655358524395	5.65763828381425	5.56204698776452	5.62725434661153	5.66417720937468	5.5751273683727	4.49842102990579	5.65944401956941	5.6448370243243	5.61803242597727
ENSG00000185104	FAF1	3.77700708641021	3.36599861855167	4.19715060085137	2.70350083538391	4.31788551495179	3.32168224927956	3.95053403366356	4.17613188878691	3.93405452329873	4.07809057565398	4.05433043372437	3.30252773250521	3.10342205924774	2.67600210689006	3.76647319657888	4.61498788424618	4.0958353467038	4.25127396707788	2.98280953401829	3.9881589699347	3.84581271419381	3.69691214690855	4.24849238526221	3.60667100814377	3.33582940681118	3.45832621829196	5.29187480492027	4.10269126252476	4.25545648489806	4.03820624556464
ENSG00000118729	CASQ2	4.02414873194343	0.875840262818703	4.97834988185543	0.271121361571386	5.42099183793105	1.40931641672119	3.77655341375837	3.49551624804241	4.72638824538518	4.54183172147384	4.72858298839067	5.58407658504604	1.03936072825299	0.464867701429128	3.15456001758448	5.59011304395607	4.04335081360053	2.4968342635284	0.413448509560956	0.930654420053846	2.9810504804875	2.63466955046627	1.88522199487454	2.80485995507736	1.07276692925821	3.15299146531537	2.04123445164689	3.03838122831763	4.70931293640863	2.89933762450695
ENSG00000134253	TRIM45	2.02387500916928	2.9647678972544	3.59903290759011	0.353869766594194	2.53563399063947	1.97806054915846	2.87789712227083	3.57811711146081	2.65453002254277	2.33704250069116	4.11910820513617	2.7469599951378	2.20207523842201	0.873288481297563	2.09355088205124	3.26930015092561	3.83567352659792	3.81156672828537	2.79533160672071	3.98308502841425	3.86925382473163	2.66949340489403	2.50878636346855	2.23570900640655	2.35953287743713	2.41915672378759	3.88752482427493	4.22183092705328	4.07483135489872	3.09763070749394
ENSG00000131791	PRKAB2	4.21598734061826	4.08269948077038	5.1645913081982	2.07948799619895	5.3427661478755	3.62715257546091	4.25326299768942	5.20419385412748	5.00925455016081	4.54516234310955	5.0052416270007	3.7858667026232	3.35866289282889	4.58545517404093	4.52821006329795	5.61801669255597	5.17109726363563	4.73560866227423	3.97429598674272	3.919242427696	4.52029922607496	3.85728390550456	4.72192053466811	4.72803951942001	4.07425468722644	4.68575829427103	3.96154489663209	4.02731384350167	5.46157818939677	4.89899418302042
